"CustomerID","CustomerType","X8.9","X9.10","X10.11","X11.12","X12.1","X1.2","X2.3","X3.4","X4.5","X5.6"
560,"Group",24.5,21,17.5,23,19,19.5,17,26.5,22,37
561,"Group",24,19,17.5,22.5,20.5,15,16.5,22.5,32,28.5
562,"Group",21.5,25,15,20,13,16,24.5,19.5,17.5,27.5
563,"Group",25,18,15.5,11,19.5,23,21.5,20.5,30.5,24
564,"Group",28.5,26.5,28,21.5,19,18,17,19,21,34
565,"Group",20.5,27.5,26.5,28.5,27.5,17.5,25.5,23,26.5,21
566,"Group",27,33,21.5,20,18.5,22.5,14,27.5,33,24.5
567,"Group",21.5,23,9.5,17,27.5,20.5,21.5,22,28,27
568,"Group",34,29.5,17.5,20,20,26,24,17,27,23.5
569,"Group",17.5,27,18.5,19,20,13,24.5,16.5,24.5,19.5
570,"Group",35,29.5,20,24.5,22,28,22.5,23,17.5,17
571,"Group",27.5,17,25.5,18.5,20,14,23.5,15.5,25.5,26.5
572,"Group",23.5,19.5,19,22,15,16,26,25,27.5,28.5
573,"Group",24,38.5,13,17,20,21.5,23.5,21.5,25.5,21.5
574,"Group",32,25.5,21,21.5,18,27,14.5,18.5,30,30.5
575,"Group",21.5,27.5,27.5,25,13.5,21,20,13,16.5,22
576,"Group",21.5,27,19.5,17.5,16,18.5,20,17.5,30,30
577,"Group",31,35,19,12,23,16,24,16,26,26
578,"Group",32,19,25,29.5,27.5,15,25.5,26,30,42
579,"Group",36.5,23,21.5,29,19.5,19,16,15.5,27,24
580,"Group",19.5,16.5,18.5,17.5,30,13,28,16,32,26.5
581,"Group",25.5,25.5,20.5,12.5,18,14.5,25.5,14,19.5,35
582,"Group",19.5,31,17.5,17.5,23.5,19,33.5,19,19,26
583,"Group",29.5,22.5,12,22,14,25,25,19.5,21.5,25.5
584,"Group",25.5,18,21.5,19.5,16.5,17.5,21.5,21.5,25,30
585,"Group",31.5,30.5,13,20.5,26,24,17.5,21,21,26
586,"Group",28.5,24.5,17,19.5,21,18,16.5,20,30,26.5
587,"Group",26.5,15,18,25.5,21.5,16,16,23.5,20,25.5
588,"Group",33,30,18.5,25.5,12,17.5,22,27,21.5,23
589,"Group",24.5,25,24.5,20,24.5,20,14.5,22.5,30,22.5
590,"Group",22,28.5,18.5,17,6.5,26.5,18.5,19.5,25.5,24.5
591,"Group",30,23.5,25.5,19,13,20.5,25,13.5,22,28.5
592,"Group",32,23.5,21.5,23,23.5,22.5,25,16,34.5,23
593,"Group",15.5,26,18,22,15.5,25,18.5,19,28,19
594,"Group",33.5,24.5,18.5,22,23,16.5,22.5,16.5,26,27
595,"Group",22.5,29.5,20.5,19,23.5,20.5,21,27.5,24.5,29.5
596,"Group",28.5,34,11.5,28,18.5,16.5,24.5,16.5,27.5,28.5
597,"Group",37.5,16.5,17.5,18.5,19,19.5,27,24.5,22.5,30
598,"Group",21.5,25,16.5,11.5,24.5,24,20.5,17,17.5,21
599,"Group",28.5,24,15,20.5,16,20,27.5,22.5,32,37.5
600,"Group",25,21,22,12,14.5,22,24.5,23,25.5,20.5
601,"Group",34.5,29.5,17,17.5,20,22,19,22.5,25,34.5
602,"Group",26.5,21.5,23.5,23,13,16,24,23.5,24,37
603,"Group",21,27,13.5,17.5,17.5,16.5,12,20,30.5,19.5
604,"Group",34,42.5,25,16,15.5,24.5,13,21.5,31,26.5
605,"Group",37.5,25,24.5,15,15.5,21.5,17,18,24.5,28.5
606,"Group",26.5,26,17,17,16,17.5,17,16,25,21
607,"Group",33,26.5,22,22,17,16.5,20.5,20,23.5,38.5
608,"Group",35,17.5,22.5,21,20,20,16,16,33.5,22
609,"Group",22,19,22,22.5,24,19,19.5,16,24.5,38
610,"Group",26,31,19.5,23,22.5,19.5,28,20,24,20.5
611,"Group",26.5,31,11,24.5,8.5,16.5,14.5,21,22,25.5
612,"Group",26,21,22.5,23,15,24,21.5,19,28,33.5
613,"Group",23,22,24.5,19.5,16,17,11.5,22.5,23.5,33
614,"Group",17.5,28.5,20.5,20.5,25,21,27.5,19,25.5,25.5
615,"Group",33.5,21,20,25.5,26.5,21,16,24,43.5,29.5
616,"Group",36,29.5,27,20,25,21,19.5,25.5,40.5,30
617,"Group",21.5,27,21,17,22,16,20,26,32.5,27.5
618,"Group",27,29,22,19.5,16.5,26,17.5,20,22,31
619,"Group",27,28.5,23,20.5,20,19,24,19.5,29.5,27.5
620,"Group",20.5,32,18.5,17.5,19,20,13.5,21,32,29.5
621,"Group",27.5,27,17,15.5,15.5,17,28,22.5,24,26.5
622,"Group",29,36.5,15,22.5,34.5,16.5,24,28,20.5,25
623,"Group",29.5,26,22,23.5,18,23,20,17.5,24,11.5
624,"Group",33,26.5,17,21.5,14.5,20,21,26.5,22.5,24
625,"Group",27,34,13,20.5,13.5,19,19.5,21,29,24
626,"Group",29,28.5,21,16.5,15,18.5,24.5,15.5,29,22.5
627,"Group",26.5,34.5,16.5,21.5,20.5,25.5,20.5,14.5,26.5,24
628,"Group",30,32,15.5,16.5,18.5,20.5,22.5,25.5,27,34
629,"Group",32,21.5,19,20,9.5,18.5,26,24.5,34,28.5
630,"Group",26,23.5,22,21.5,17.5,14.5,27.5,26,19.5,22.5
631,"Group",22.5,35.5,17.5,18.5,16.5,32,27,21.5,30.5,33
632,"Group",23,25,11.5,14.5,21.5,25,15,22.5,30.5,26
633,"Group",21,29,23,24.5,17.5,19.5,16,20,25,18
634,"Group",17.5,19,14.5,18.5,21,16.5,13,35,36,21
635,"Group",11.5,25,20.5,20.5,14.5,31.5,20,15,29,33
636,"Group",27.5,27,20.5,14.5,13.5,22.5,28.5,30,27,30
637,"Group",26.5,22,26,16,22.5,20.5,21,27,22.5,17.5
638,"Group",22.5,20,18.5,15,20,21.5,28.5,29.5,30,28
639,"Group",27,26,17,17,19,14,19,17,39,24.5
640,"Group",28.5,19.5,22.5,14.5,23.5,13,26,24.5,21.5,31.5
641,"Group",24.5,30.5,17.5,26,20,12.5,15.5,26,25.5,34
642,"Group",30.5,34,20.5,19.5,19,25.5,23,19.5,26,21.5
643,"Group",29.5,30.5,21,17,27,18,21,19,24.5,23
644,"Group",37,24,24,21,25.5,17.5,18.5,22.5,29.5,26
645,"Group",30,21.5,26.5,19.5,22,24,21,17.5,20.5,35.5
646,"Group",39.5,23,18.5,16.5,17.5,26.5,18,21,29.5,31.5
647,"Group",31,26.5,25.5,28,16.5,24,17,21,22,27
648,"Group",35,27,21,24,28,18,17.5,16,24,35.5
649,"Group",29,22,27,15,19,9.5,23.5,17.5,33,28.5
650,"Group",27,31,26.5,18.5,14,23,15.5,29.5,36.5,24.5
651,"Group",29,37,23,18.5,23.5,21.5,25.5,22,29,22
652,"Group",33.5,30.5,26.5,25.5,14,21.5,12,23.5,24,19
653,"Group",29,24,19,15,20,18.5,18,21.5,38,35
654,"Group",31,31,14,23,17.5,21.5,18.5,22.5,20,34
655,"Group",16,29.5,22.5,16.5,27,18,21,12,26,23.5
656,"Group",26.5,26,16.5,16.5,25,19,12.5,26,26,24
657,"Group",21,20.5,19,22.5,11.5,20.5,15.5,17.5,28.5,25
658,"Group",28.5,23,20,15.5,18.5,22,24,14,26.5,18.5
659,"Group",32.5,22,15,22,21.5,22.5,18.5,23.5,31,27
660,"Group",29.5,26.5,22.5,16,29.5,23,19,22,38,34.5
661,"Group",27.5,16.5,30.5,23.5,20,18.5,28.5,27.5,27.5,16
662,"Group",31,24,24,25.5,28.5,15.5,18.5,10,22.5,23.5
663,"Group",27.5,23.5,19.5,23.5,21,13.5,9,18.5,17.5,23
664,"Group",34,23.5,15.5,22,23.5,15,17.5,15,24,21
665,"Group",20.5,19.5,22,25.5,15.5,22,22,13,31.5,25.5
666,"Group",20,22,20,19,14.5,17.5,21,22.5,27,22
667,"Group",23,29.5,19,27.5,17.5,25,25,21,33.5,30.5
668,"Group",21,27.5,15,22,22.5,14.5,16.5,19.5,22,25.5
669,"Group",25,28.5,21.5,19.5,16,15,21.5,24,32.5,28
670,"Group",28.5,19.5,23,17,17,19,25,21,15.5,26.5
671,"Group",23,26,14,22.5,21,19.5,27,21,32,27
672,"Group",34,34.5,19,25,17.5,27.5,19,32.5,26,24
673,"Group",34,15.5,25.5,26.5,14,17.5,17.5,32,28.5,28.5
674,"Group",32,20.5,19,14.5,24,22,23.5,16,30,24
675,"Group",31,31.5,26,19.5,11,22.5,21.5,16.5,30,20
676,"Group",28.5,37.5,22.5,24,13.5,12.5,18.5,21,25.5,28.5
677,"Group",22.5,33.5,28,28.5,23.5,23.5,14,17.5,25,35.5
678,"Group",22.5,25,22,18.5,19.5,23,13.5,30,31.5,22
679,"Group",31.5,30.5,23,15,13,19.5,14.5,14.5,32.5,29.5
680,"Group",22.5,30.5,20,24,24.5,19.5,20.5,19.5,33,23.5
681,"Group",23.5,27,20,20.5,16,27,14,18.5,28.5,20
682,"Group",17.5,27.5,21.5,13.5,19,17.5,20.5,22,26,31
683,"Group",20.5,19.5,22,15.5,18.5,14.5,17,23,30,31
684,"Group",29.5,24,15.5,16.5,19,21.5,13.5,20.5,24.5,29.5
685,"Group",28.5,35,19,16.5,19,21.5,21.5,17,27,28
686,"Group",23,19,10,15,16.5,27.5,20,14,32.5,28.5
687,"Group",25.5,34,19,22.5,26.5,22,21.5,18,26,30.5
688,"Group",22.5,25.5,13,23.5,18,22.5,14.5,28.5,23.5,33
689,"Group",35,26.5,16,26,22.5,22,21.5,23,29.5,23
690,"Group",32,26.5,14.5,25,22.5,19.5,17.5,18.5,23.5,23
691,"Group",17.5,29,9.5,21,23.5,16.5,16,19.5,26,25.5
692,"Group",34.5,24,21,20,14,20.5,16.5,18.5,25,24.5
693,"Group",24.5,28,18,17,20,24.5,18,25,30,31
694,"Group",34,23.5,25,18,25,13,22,18,34.5,26.5
695,"Group",33.5,33.5,15.5,24,25,21,22.5,18,23.5,36.5
696,"Group",22,23.5,19.5,13,25,22.5,20.5,22.5,21,33.5
697,"Group",26,29,18.5,16,22.5,21.5,16,21,29.5,38.5
698,"Group",27.5,42,19,12.5,21.5,12,15.5,19.5,24,23
699,"Group",27.5,36.5,21.5,34.5,23,13,21,22.5,28,33.5
700,"Group",31,28,20,32,13.5,22.5,10,21,28.5,24
701,"Group",24,26.5,25.5,17,22,22,20,17,28.5,28
702,"Group",21,28.5,15.5,16.5,20.5,16,19.5,22.5,32.5,23
703,"Group",26.5,37,24.5,16,23.5,21.5,20.5,16,32,41.5
704,"Group",21,21.5,31,16,26.5,19,25,26,25,25.5
705,"Group",29,26.5,27.5,18.5,21.5,21,18.5,18.5,22.5,29
706,"Group",34,27.5,21.5,18.5,21.5,17.5,14,18.5,18.5,21.5
707,"Group",24.5,16.5,19.5,18,20.5,16,22.5,22.5,39,23
708,"Group",26.5,29,20,21,29,15,17.5,23.5,24.5,31.5
709,"Group",23,28,20.5,19,18,18,19.5,16.5,25.5,19
710,"Group",22.5,37,19,20,20,15,23.5,13.5,33,27.5
711,"Group",29.5,18,20.5,21,16.5,17.5,22,14,28.5,25
712,"Group",32.5,29.5,22.5,17,23,23,19.5,18.5,20,36.5
713,"Group",29,27,20.5,28,16,27,19,14.5,34,30.5
714,"Group",19,23,21.5,22,22,27.5,24.5,14.5,32,29
715,"Group",34,38,30.5,13.5,22,18.5,18.5,31.5,36.5,24.5
716,"Group",26,23.5,24.5,19.5,21,21,30.5,25.5,34,36.5
717,"Group",28.5,12,20.5,23.5,20,22.5,26,16.5,19.5,39
718,"Group",26,22.5,21,20,28,16,18,23,39,34.5
719,"Group",36.5,35,17.5,21,26,26.5,16.5,26.5,34,31
720,"Group",27.5,30,18,18.5,24.5,23.5,18,18.5,24,31
721,"Group",29,22.5,14.5,17.5,17,20,26.5,23,20.5,30
722,"Group",27,27.5,19,28,22.5,20.5,12.5,25.5,28.5,26
723,"Group",21.5,30,18,15,17,18,29,23.5,26,23.5
724,"Group",21,26.5,23.5,19,15,18,25.5,22,32.5,34
725,"Group",34,26,20.5,17,20,22.5,16.5,19.5,41,17.5
726,"Group",22.5,31,18,17.5,18.5,16.5,15.5,25.5,31,19
727,"Group",30.5,19.5,17,16,27,19,23.5,19.5,19,20
728,"Group",31.5,33.5,19.5,20,14,19.5,18.5,25.5,26.5,30
729,"Group",24.5,28.5,20,19.5,20,17.5,23,21.5,22,34.5
730,"Group",33.5,23,17.5,18,19,33.5,19.5,22,21,25
731,"Group",24,22.5,9.5,18,19,16,22,12.5,24.5,25.5
732,"Group",36.5,21.5,21.5,29.5,25,17,22,26.5,42,28
733,"Group",31,28,21.5,18.5,27.5,17.5,22.5,18.5,26.5,31.5
734,"Group",23,33.5,25,28.5,17,17.5,22.5,15,28.5,28
735,"Group",31,24,22,20,19,19,19.5,24.5,29.5,21
736,"Group",34.5,29.5,16,19.5,19,14,12.5,13.5,27.5,19.5
737,"Group",28,25,18.5,27.5,28,8.5,27,14.5,25,30.5
738,"Group",28.5,32,17,24.5,17.5,13.5,14.5,20,25,25
739,"Group",29,29,28,15,17.5,18,19.5,19,21,23.5
740,"Group",20,25,17,17.5,21,25,20,19,24,25
741,"Group",30,20,23.5,13,21,22,20.5,24.5,31.5,27
742,"Group",18,29,17.5,25.5,27,29,20.5,20.5,29,24
743,"Group",34.5,24,21.5,15,26.5,23.5,20.5,20.5,26.5,29.5
744,"Group",31,23.5,20.5,17,23.5,14.5,15.5,24,26,29
745,"Group",24,27.5,21.5,10.5,9,22.5,31.5,23.5,22.5,21
746,"Group",23,19.5,18,20,13,24,15.5,18.5,29,34
747,"Group",31.5,32,17.5,21.5,20.5,30.5,15,15,25.5,24
748,"Group",29.5,24.5,12,26.5,19.5,20,14.5,13,25,27.5
749,"Group",29,28,20.5,20.5,21.5,20.5,14,23.5,26,24.5
750,"Group",26.5,21.5,26.5,27.5,25.5,16.5,23,16.5,25.5,31.5
751,"Group",32,22.5,13,17,20,20,26,21,29.5,31
752,"Group",34.5,35,22,26.5,21,22,21,19.5,33,31
753,"Group",17.5,28.5,19,11,15,23,20,23,28,30
754,"Group",24,17,19.5,21.5,18.5,18.5,28,19.5,23,35.5
755,"Group",21,29,19.5,21.5,22,19,25,17,17,25
756,"Group",34,28,18,12.5,25,18.5,22.5,17.5,25.5,28
757,"Group",33,26,18.5,21,20.5,17,16.5,15,23.5,23.5
758,"Group",26.5,25.5,22,18,21,13.5,23,19,23,39
759,"Group",30,27.5,14.5,12.5,20.5,19,17.5,24.5,24,21.5
760,"Group",27.5,32.5,13,24,21,18,26.5,12.5,24,29
761,"Group",28,32,20,18,22.5,28,14,20.5,28.5,24
762,"Group",31.5,26,21,24.5,16,12.5,22,18.5,30.5,33.5
763,"Group",32.5,31,22.5,21,20.5,18.5,18,23,26,21
764,"Group",25,23,19,19.5,20.5,23,15,16.5,18,29
765,"Group",31.5,19.5,28.5,20,27.5,18,21,21.5,25.5,28.5
766,"Group",29.5,19.5,17.5,25,13.5,20.5,15,19,28,26
767,"Group",23.5,28,25,17.5,24,14.5,21.5,16.5,27,28.5
768,"Group",28,19.5,25.5,27.5,18.5,17,18,16.5,26,37.5
769,"Group",22.5,32,19,17.5,33,21.5,18.5,17.5,21.5,21.5
770,"Group",18,29,21,22,20,16.5,20,17.5,29.5,29.5
771,"Group",18.5,30,21,22,25.5,15.5,16,12.5,24,27
772,"Group",20,31,25.5,20.5,24.5,21.5,22.5,20,33.5,36
773,"Group",25.5,24.5,24,16,18.5,18,16.5,18.5,24.5,35.5
774,"Group",36.5,38.5,23.5,16.5,18.5,13,24.5,25.5,21,38
775,"Group",21.5,22.5,16.5,21.5,22.5,13.5,17.5,23,31.5,17.5
776,"Group",27.5,32.5,15.5,20,11.5,22,16,20.5,21,27
777,"Group",35.5,38,14,20.5,26,19,24,18,26,34
778,"Group",24,34,26.5,17,24,23.5,26.5,17.5,29,22.5
779,"Group",29,20.5,17.5,16,26,17,7,18,38,34.5
780,"Group",28,21,28,20,21,19.5,16.5,16.5,16.5,29.5
781,"Group",30.5,38,20,17,13.5,18.5,17.5,20.5,32.5,25.5
782,"Group",17.5,20,14.5,13.5,16,19,23.5,17.5,28,29.5
783,"Group",29,32,15.5,14,14.5,22.5,19,23.5,24.5,28.5
784,"Group",22,35,25,24,15.5,18,19.5,25.5,21,35.5
785,"Group",28,34.5,27.5,20.5,20,21,23,15,19.5,30
786,"Group",29.5,35,28.5,20.5,20,24,17,17,27.5,25
787,"Group",25,32,15.5,14.5,22.5,15.5,23.5,23.5,39,25
788,"Group",24.5,29.5,19.5,15,24,13.5,19,20,28.5,29.5
789,"Group",34,23.5,18,15.5,20,10.5,19,27,35.5,25.5
790,"Group",26,35.5,18.5,15,28.5,16.5,19,27.5,23,25.5
791,"Group",22.5,22,22,25,18,24,21.5,17.5,23,18.5
792,"Group",25,27.5,16.5,20.5,17,19,22.5,25.5,29,22
793,"Group",28,20,23,21,14.5,16.5,21,26,24.5,37.5
794,"Group",26,33.5,19,24.5,17.5,17.5,22.5,26,25,28.5
795,"Group",28.5,24.5,21.5,25,21.5,21,19,16,15.5,21
796,"Group",25.5,24,24.5,11,24,24,24.5,16.5,23,29
797,"Group",31,32,24,13,12.5,15,14,25,33.5,27
798,"Group",32.5,21.5,17,14.5,21.5,27,18,24.5,30.5,23.5
799,"Group",15,26.5,21,21.5,13,18.5,19.5,16.5,18.5,22.5
800,"Group",23,29,20,23.5,14.5,25,13.5,26,21,29
801,"Group",15,27.5,14.5,25,19.5,19.5,19.5,19,31,36.5
802,"Group",23,28,18,20.5,24,20.5,21,19,25.5,23
803,"Group",34,27.5,26,18.5,16,20.5,12.5,9.5,33,33.5
804,"Group",25,31.5,12.5,21,16.5,25,23,19,21,29
805,"Group",32,30.5,20.5,25.5,22.5,22.5,22,26.5,33,32.5
806,"Group",17,23.5,19,22.5,20,25,18,21,28,30.5
807,"Group",25.5,28.5,17,18,21.5,16.5,14,21.5,27,28
808,"Group",20,26.5,24.5,11.5,15.5,22,20.5,18,20.5,25.5
809,"Group",25.5,37,25,27.5,20,24,14.5,27.5,35.5,32
810,"Group",29,27,23,12.5,19.5,16.5,24.5,21,29,29
811,"Group",27.5,18,21.5,16.5,15.5,16,20,16.5,24,30
812,"Group",20,26.5,18,16,17,12,18,28,19.5,37
813,"Group",34,26.5,14.5,28,17,14,21.5,18.5,20.5,25
814,"Group",30.5,29,25,24,17.5,22.5,31.5,27.5,23.5,27
815,"Group",32,27,21,16,17.5,27.5,20,21.5,38.5,27
816,"Group",32.5,26.5,19,22,18,20,21,13,28.5,27
817,"Group",25,31,14,24.5,16,20.5,26,20,29.5,30
818,"Group",34.5,33.5,21.5,15,18,17,19,25,29.5,23
819,"Group",22,25.5,17,17.5,20.5,22,23,18,37.5,21.5
820,"Group",27,25,23,17,15.5,13,23,17,20,26
821,"Group",25,22,24.5,26,15,23,19,21,30.5,35.5
822,"Group",24.5,30,17.5,21.5,16.5,18,21,21,27,29.5
823,"Group",24,23,11,20.5,20,19,19.5,17,28,30
824,"Group",28.5,33.5,18,28.5,20.5,23,20,22.5,34.5,23
825,"Group",30.5,17.5,17,20.5,20,22,19.5,22,28,29.5
826,"Group",24.5,23,19,20,20,23,25.5,23,23,31.5
827,"Group",25,33,22,19,23,28.5,30,16,26.5,35
828,"Group",26.5,24.5,16.5,22.5,26,16,16.5,28.5,26.5,23.5
829,"Group",33,33.5,20.5,19,16,12,20,23.5,28,31
830,"Group",29,27,19.5,26,10,12,15.5,30.5,22,35
831,"Group",18,24.5,16.5,17,24.5,18.5,13,18,33.5,37
832,"Group",17,30,16,27,13.5,18,18.5,17,26,25.5
833,"Group",24,34.5,20,21,20.5,12.5,20,20,20.5,19.5
834,"Group",26,19.5,22,13.5,18.5,13.5,19.5,14,37.5,26
835,"Group",27,20,14,12,25,19.5,18,20,20.5,19
836,"Group",23,28,18,24.5,21,20.5,21.5,19.5,28,25
837,"Group",33,29.5,18.5,27.5,23,19.5,23.5,12.5,24.5,24
838,"Group",18,19,14.5,16.5,17.5,26,15,10,19.5,21
839,"Group",25,27.5,25.5,17,17,16,30,15.5,25.5,23
840,"Group",19.5,26,21,22,22.5,19,8,14.5,29,25
841,"Group",26,28,24,18,22.5,20.5,17,14.5,25.5,26
842,"Group",27.5,16.5,26,31.5,26.5,22,26.5,15.5,31,24
843,"Group",33.5,31,23,21,21.5,21,30.5,10,28.5,23.5
844,"Group",34.5,25,21,22,26.5,14.5,20.5,27,25,29
845,"Group",28,28,19.5,13.5,15.5,17,16,14.5,26,29.5
846,"Group",35,34.5,13,19.5,20,22,15,21,28,26
847,"Group",27.5,15,17.5,24.5,20.5,23,18.5,27,28,31.5
848,"Group",18.5,27.5,22,23.5,23.5,15.5,14.5,11.5,39,23
849,"Group",31.5,25.5,22,26.5,24,21,19.5,23,19.5,26.5
850,"Group",15,27,18.5,22.5,18.5,17.5,20.5,14,40.5,30.5
851,"Group",23,24.5,26,24,14,25.5,25,17,21,31.5
852,"Group",32,21.5,17.5,13.5,24.5,16.5,19.5,17.5,27,29.5
853,"Group",32,29,20,12,22.5,18,21,21.5,30,38
854,"Group",17.5,28.5,28.5,14,20.5,19,26,19.5,31,38.5
855,"Group",21,30,26,25.5,16,21.5,18,15,27,33.5
856,"Group",18.5,26.5,17,17,12.5,14.5,23,22.5,15,33.5
857,"Group",13,24.5,25,24,11,19,29,26,15.5,30.5
858,"Group",35.5,32.5,20.5,21.5,22.5,24,18.5,19.5,29,23
859,"Group",29.5,19,26,16.5,17,26,20,27,27,31.5
860,"Group",33.5,25.5,27.5,18.5,26,12.5,15.5,21.5,23.5,28.5
861,"Group",22.5,29.5,25,24.5,18,22.5,17.5,12,31.5,25
862,"Group",39,19,24,17,13,17.5,24.5,15.5,26.5,31.5
863,"Group",24,22.5,21,18,16.5,22.5,26.5,28,26.5,30.5
864,"Group",26,23.5,15,16.5,13.5,19.5,23.5,20,15.5,22.5
865,"Group",28,28.5,18.5,19,12,14,15,17,23.5,33.5
866,"Group",25.5,20.5,20,17.5,19,19,10.5,19,37.5,31.5
867,"Group",26.5,28,21,16,20.5,28.5,21,21,27,29.5
868,"Group",32,30,22,24.5,22,9.5,13.5,14,18.5,21.5
869,"Group",20,21.5,13,14,19,23.5,22,28,28.5,33.5
870,"Group",35,20.5,13,17.5,18.5,22.5,21.5,15.5,29.5,29
871,"Group",39,27.5,23.5,22.5,15,20.5,23,19,30,24.5
872,"Group",32.5,29.5,32.5,12.5,17.5,17,24.5,19.5,25.5,30.5
873,"Group",23,18.5,23,26.5,12.5,21,24,20.5,20.5,24
874,"Group",21.5,29.5,22.5,16,25,24.5,24,20,30.5,23.5
875,"Group",43.5,36,28,16,36,21.5,24,20.5,28.5,25.5
876,"Group",36,31.5,13,20.5,20.5,17.5,18,12.5,26,26.5
877,"Group",16.5,28,23,16,21,25,14,16.5,32,28.5
878,"Group",29,26,20.5,16.5,19.5,14,28.5,21,19.5,40.5
879,"Group",29,20,11,18.5,22,14.5,18,17.5,26,21.5
880,"Group",24,22.5,27.5,13.5,15,19,25,20.5,32.5,20
881,"Group",36,25,23,19,26,14.5,19.5,25.5,25,19.5
882,"Group",31.5,28.5,16.5,21.5,28,17,15,22,19.5,25
883,"Group",31,25.5,16,17.5,13,16,27.5,16.5,26,23
884,"Group",28.5,29.5,24.5,15.5,23.5,23,21.5,23,34.5,24
885,"Group",25.5,29.5,26,14.5,22.5,21.5,16,27,39,26.5
886,"Group",26,24,27,20.5,19.5,22.5,22.5,20.5,17,26.5
